OrderID,OrderInfo,Product,Category,Region,SalesAmount,Currency,CustomerName,SalesRep,OrderStatus,Discount %,Units,SourceChannel,Notes
NHF-10180,"Mar 04, 2024| Montreal | Canada",Extra Virgin Olive Oil 750ml,Pantry, North America , 583.44 , cad ,The Market Loft,Priya Shah, Shipped,5%, 46 ,Distributor,
NHF-10181,2024-01-03  |  Madrid  |  Spain,Whole Wheat Pasta 500g,Pantry,Europe,187,EUR, URBAN PANTRY ,Priya Shah,Returned,0%,14,Online,Rush delivery
NHF-10183,17 Feb 2024 | Manchester | UK,Cold Brew Coffee 1L,Beverage,Europe,"273,79", gbp ,Euro Taste Hub,Carlos Mendez,completed,0.2,24,Distributor,
NHF-10184,09-09-2024 | Chicago | USA,Whole Wheat Pasta 500g,Pantry,North America,360.89,usd, HEALTHY LIVING DEPOT ,,Pending,0%,46,Retail,
NHF-10185, 30-08-2024  |  Vancouver  |  Canada,Herbal Tea Sampler,Beverage,North America,508.09,CAD, Bluebird Grocery ,Megan O'Neil,Cancelled, 5 % ,31,Wholesale,
NHF-10186,"Dec 27, 2024| Berlin | Germany",Maple Granola 500g,Breakfast,Europe,"171,51",EUR,Fit Fuel Studio,A. Wong, Shipped, 5 % ,18,Retail,Rush delivery
NHF-10187, 03 Jan 2024  |  Manchester  |  UK,Maple Granola 500g,breakfast,Europe,656,GBP,  nature  box  ltd  ,Luca Rossi,Cancelled, 0 % ,44,Distributor,
NHF-10188,20-10-2024 | Austin | USA,Sparkling Water 12pk,Beverage,North America,43.53,usd,URBAN PANTRY,Jonas Weber,Completed ,N/A, 5 ,Wholesale,
NHF-10189,08/28/2024|Austin|USA,Whole Wheat Pasta 500g,Pantry,North America,$188.82,usd, Cornerstone Retail ,Priya Shah,Cancelled,,10,Wholesale,Manual adjustment
NHF-10190,2024-09-03 | Paris | France,Berry Jam 340g,pantry,Europe,173.88,EUR,Harborline Foods,Carlos Mendez,Completed , 15 % ,22,Retail,
NHF-10191, 2024/11/21 - Toronto - Canada,Herbal Tea Sampler,Beverage,North America,$333.80,CAD ,Harborline Foods,Fatima Noor,Completed,,43,Distributor,
NHF-10193,09 Aug 2024 | Paris | France ,Cold Brew Coffee 1L,Beverage, Europe ,454.10, EUR ,HEALTHY LIVING DEPOT,,Completed,N/A,46,Online,Rush delivery
NHF-10194, 15-07-2024 | Munich | Germany,Whole Wheat Pasta 500g,Pantry, Europe ,146.13,eur,Urban  Pantry,Sophie Tremblay,completed,0%,12,Distributor,
NHF-10195,2024/08/28 - Dublin - Ireland,Electrolyte Drink Mix,fitness,Europe,,EUR,NATURE BOX LTD,,Returned,0.05,31,Distributor,VIP client
NHF-10196,29 Oct 2024 | New York | USA,Dark Chocolate Bites 200g,Snacks,North America,167,USD,  City Grocer,Daniel Brooks,Pending,,24,Wholesale,Rush delivery
NHF-10197,29-04-2024 | Paris | France,Sea Salt Crackers 250g,Snacks,Europe,153.12,EUR,Fresh & Fine ,Luca Rossi,Returned, 5 % ,31,Online,Phone order
NHF-10199,07 Jan 2024  |  Lyon  |  France,Extra Virgin Olive Oil 750ml,pantry,Europe,172.88,EUR,   Everyday Essentials ,Priya Shah, Shipped,0.15,34,Distributor,VIP client
NHF-10200,2024/07/14 - Paris - France ,Cold Brew Coffee 1L,Beverage,europe,21, EUR ,FRESH  &  FINE  ,Carlos Mendez,Returned,,4,Distributor,
NHF-10201,02-01-2024  |  Madrid  |  Spain,Vanilla Protein Powder 1kg,Fitness,Europe,867.52,EUR,Fresh & Fine ,,completed,,28,Distributor,Manual adjustment
NHF-10203, 06 Sep 2024  |  Montreal  |  Canada,Dark Chocolate Bites 200g,Snacks,North America,,CAD ,Lakeside Market,,Completed,0%, 48 ,Online,
NHF-10204,29 Aug 2024 | Vancouver | Canada,Whole Wheat Pasta 500g,Pantry,North America,655.81,CAD ,Green Basket Co.,Megan O'Neil,Pending,0%,45,Distributor,
NHF-10205,"Mar 27, 2024| Munich | Germany",Keto Trail Mix 300g,Snacks,Europe,38.68,EUR, HARVEST HOUSE  ,Jonas Weber,processing,20%,11,Online,Rush delivery
NHF-10206, 06/27/2024|Lyon|France,Organic Oats 1kg,Pantry,Europe,286.12,EUR,  Cornerstone  Retail  ,Priya Shah,Completed ,0.2,36,Wholesale,
NHF-10207, 2024-03-31 | Chicago | USA,Organic Oats 1kg,Pantry, North America ,416.60,usd, Sunrise Wellness ,Megan O'Neil,Pending,15%,32,Distributor,VIP client
NHF-10209,"Jan 31, 2024| London | UK",Herbal Tea Sampler,Beverage,Europe, 47.57 ,GBP, nature box ltd ,Sophie Tremblay,Pending, 5 % ,8,Online,
NHF-10211, 2024/09/15 - Vancouver - Canada,Greek Yogurt Mix,Dairy,north america,"295,41",CAD ,,,Returned,N/A,34,Distributor,Rush delivery
NHF-10212,07/16/2024|Berlin|Germany,Electrolyte Drink Mix,Fitness,Europe,75.24,eur,Urban  Pantry,Daniel Brooks,Completed,0.05,3,Wholesale,Late entry
NHF-10213,06/29/2024|London|UK ,Electrolyte Drink Mix,Fitness,europe,"1, 876.30", gbp ,Cornerstone Retail,Carlos Mendez,Completed ,N/A,44,Retail,VIP client
NHF-10214,2024/08/30 - Munich - Germany,Greek Yogurt Mix,Dairy,Europe,$301.63,eur,Healthy Living Depot,Nina Patel,Completed ,0, 29 ,Distributor,Rush delivery
NHF-10215, 12/30/2024|Manchester|UK ,Sparkling Water 12pk,Beverage,europe,133.38,GBP, CORNERSTONE RETAIL ,A. Wong,Cancelled,N/A,12,Distributor,VIP client
NHF-10216,2024-12-07 | New York | USA,Dark Chocolate Bites 200g,Snacks,North America,$77.70,USD,Cornerstone  Retail,Nina Patel,Returned,15%,22,Retail,Phone order
NHF-10218, 2024/07/08 - Paris - France,Coconut Chips 150g,Snacks,europe,11.34, EUR ,Cornerstone Retail,Daniel Brooks,completed,N/A,1,Wholesale,
NHF-10219,2024-10-10 | Madrid | Spain,Maple Granola 500g,Breakfast,Europe, 153.46 ,EUR,Fresh & Fine ,,Returned,0%,20,Retail,Phone order
NHF-10220,24-03-2024 | Vancouver | Canada,Herbal Tea Sampler,Beverage,North America,188.92,CAD,  Lakeside  Market  ,Priya Shah, Shipped,,21,Online,
NHF-10221,2024/07/29 - Berlin - Germany,Sparkling Water 12pk,Beverage,europe,112.05,EUR,Healthy Living Depot,Sophie Tremblay,Cancelled,, 7 ,Online,Late entry
NHF-10222,08/05/2024 | Calgary | Canada ,Berry Jam 340g,Pantry,North America,27.34,CAD,  PEAK  PERFORMANCE  GYM  ,Carlos Mendez,Pending, 10 % ,2,Online,
NHF-10223,01/08/2024|Seattle|USA,Protein Bars 6pk,Snacks,North America,$210.62,usd,Fit  Fuel  Studio,Fatima Noor,processing,N/A,19,Retail,
NHF-10225, 21 Aug 2024 | Manchester | UK,Dark Chocolate Bites 200g,Snacks,europe,62.20, gbp ,NORTH SHORE FOODS,Daniel Brooks,completed,10%,15,Wholesale,
NHF-10226,05/22/2024|London|UK,Sea Salt Crackers 250g,Snacks,Europe,147.65, gbp ,  Harvest  House    ,A. Wong,Completed ,,23,Wholesale,Late entry
NHF-10227,05/13/2024|Berlin|Germany,Keto Trail Mix 300g,Snacks,Europe,$453.09,eur, CORNERSTONE RETAIL ,Luca Rossi, Shipped, 20 % ,35,Wholesale,
NHF-10229, 14 May 2024 | Madrid | Spain,Sea Salt Crackers 250g,Snacks,Europe,107.52,EUR, Prime Select Stores ,,Pending,0%,40,Retail,Rush delivery
NHF-10230,03 Aug 2024 | London | UK,Organic Oats 1kg,Pantry,Europe, 509.67 ,GBP,Euro  Taste  Hub,Luca Rossi,processing,,45,Wholesale,Late entry
NHF-10232,18 Feb 2024 | Berlin | Germany,Tomato Basil Sauce 680g,Pantry,Europe,64.22,eur,Healthy Living Depot,Nina Patel, Shipped,0%,5,Wholesale,
NHF-10234,2024/05/03 - New York - USA,Almond Butter 340g,Pantry,North America, 272.95 ,USD,  Peak  Performance  Gym  ,A. Wong,Returned,,28,Distributor,
NHF-10235, 2024-01-11 | Vancouver | Canada,Berry Jam 340g,Pantry,North America,243,CAD ,  CITY GROCER,Carlos Mendez,Returned,N/A,21,Online,
NHF-10236,13 Aug 2024 | Lyon | France,Tomato Basil Sauce 680g,Pantry,Europe,179.25, EUR ,    City  Grocer,,Completed,0%,38,Online,Rush delivery
NHF-10237,2024-05-10 | Manchester | UK,Berry Jam 340g,Pantry,Europe,147,GBP,Peak Performance Gym,Daniel Brooks,Cancelled, 10 % ,16,Retail,
NHF-10238,11/24/2024 | New York | USA,Organic Oats 1kg,Pantry,North America,"206,65",USD,   Everyday Essentials ,Priya Shah,Cancelled, 5 % , 26 ,Retail,
NHF-10239,24-08-2024 | Seattle | USA,Tomato Basil Sauce 680g,Pantry,North America,,USD, Maple Leaf Market,Sophie Tremblay,Pending,0.05,45,Wholesale,
NHF-10240,12-11-2024 | Dublin | Ireland,Whole Wheat Pasta 500g,Pantry,Europe,303.28,EUR,  Family  Choice  Superstore  ,,Pending,,24,Wholesale,VIP client
NHF-10241,13-10-2024 | Vancouver | Canada,Sparkling Water 12pk,Beverage,North America,126.38, cad ,Fresh & Fine ,Luca Rossi,processing,0.15,17,Online,
NHF-10242,28-01-2024  |  Seattle  |  USA,Herbal Tea Sampler,Beverage,North America,29.99,USD,Cornerstone Retail,Priya Shah,completed, 5 % ,4,Retail,
NHF-10243, 2024-05-06 | Madrid | Spain,Extra Virgin Olive Oil 750ml,Pantry,Europe,114.52,EUR, MAPLE LEAF MARKET,Sophie Tremblay,Returned,0%, 22 ,Retail,VIP client
NHF-10244,2024/10/07 - Paris - France,Berry Jam 340g,Pantry,Europe,$203.96, EUR , Lakeside Market ,Daniel Brooks,Returned,N/A,26,Wholesale,
NHF-10245,2024/04/05 - Lyon - France,Greek Yogurt Mix,Dairy,Europe,$56.70,EUR,Lakeside Market,Priya Shah,Returned, 15 % ,6,Wholesale,VIP client
NHF-10247,2024/01/09 - Calgary - Canada,Dark Chocolate Bites 200g,snacks,North America,85.30,CAD ,Cornerstone Retail,Priya Shah,completed,,12,Wholesale,Manual adjustment
NHF-10249, 09/06/2024|Manchester|UK,Coconut Chips 150g,Snacks, Europe ,212.44,GBP,The Daily Cart,Daniel Brooks,Pending,N/A, 45 ,Wholesale,Late entry
NHF-10251,"Jan 27, 2024| Berlin | Germany",Organic Oats 1kg,Pantry,Europe,98.22,eur,,Sophie Tremblay,Completed,,7,Distributor,Rush delivery
NHF-10252, 08-04-2024 | Madrid | Spain,Coconut Chips 150g,Snacks,Europe,176.67,EUR,Lakeside Market,Fatima Noor, Shipped,N/A,29,Wholesale,VIP client
NHF-10253,02 Jul 2024 | London | UK ,Coconut Chips 150g,snacks,Europe,113.92,GBP, THE MARKET LOFT ,Fatima Noor,Returned,N/A,44,Retail,
NHF-10254,2024/04/15 - Munich - Germany,Sparkling Water 12pk,Beverage,Europe,433,EUR,Fresh & Fine ,Megan O'Neil,Completed ,5%,47,Wholesale,Late entry
NHF-10255,22 Aug 2024 | Munich | Germany,Organic Oats 1kg,Pantry,Europe,,EUR,HEALTHY LIVING DEPOT,Priya Shah,Completed,0%,29,Distributor,Phone order
NHF-10256,2024/11/08 - New York - USA,Sea Salt Crackers 250g,Snacks,North America,280.97,usd,The Daily Cart,Priya Shah,Returned, 20 % ,29,Distributor,Manual adjustment
NHF-10258, 09 Jul 2024 | London | UK,Electrolyte Drink Mix,Fitness,Europe,378.40,GBP,nature box ltd,Jonas Weber,Returned, 20 % ,23,Distributor,Rush delivery
NHF-10259,02/11/2024|Montreal|Canada,Maple Granola 500g,Breakfast,North America,, cad ,Peak Performance Gym,Sophie Tremblay,processing, 0 % ,28,Wholesale,Rush delivery
NHF-10260, 08 Jul 2024 | Calgary | Canada,Greek Yogurt Mix,Dairy,North America,53.13, cad ,  Maple  Leaf  Market,Luca Rossi,Pending, 10 % ,8,Distributor,Manual adjustment
NHF-10262,08 Mar 2024  |  New York  |  USA,Electrolyte Drink Mix,Fitness,North America,"1,820",usd,FAMILY CHOICE SUPERSTORE,Sophie Tremblay,completed,0%, 41 ,Retail,
NHF-10264, 02-03-2024 | Chicago | USA,Organic Oats 1kg,Pantry,North America, 300.64 ,usd,NATURE  BOX  LTD,Daniel Brooks,Completed,10%,18,Online,VIP client
NHF-10265,10-11-2024  |  Berlin  |  Germany,Sparkling Water 12pk,Beverage,Europe,10.29,EUR,URBAN PANTRY,Sophie Tremblay,processing,0%,2,Retail,Late entry
NHF-10266,"Jun 04, 2024| Lyon | France",Dark Chocolate Bites 200g,Snacks, Europe ,"20,25", EUR ,The Market Loft,Luca Rossi, Shipped,20%,6,Distributor,
NHF-10267,"Jun 02, 2024| Montreal | Canada",Sea Salt Crackers 250g,Snacks,North America,266.48, cad ,Harborline Foods,Luca Rossi,Cancelled, 15 % , 45 ,Retail,
NHF-10268,"Jul 20, 2024 |  Montreal  |  Canada",Berry Jam 340g,Pantry,North America,184.59, cad ,FAMILY CHOICE SUPERSTORE,A. Wong,Cancelled,0%,35,Distributor,Late entry
NHF-10269,01/19/2024|London|UK,Vanilla Protein Powder 1kg,Fitness,Europe,"2,084,57", gbp ,,Jonas Weber, Shipped,0%,46,Distributor,
NHF-10270,2024/11/24 - Vancouver - Canada,Cold Brew Coffee 1L,Beverage,North America,114.31,CAD ,SUNRISE WELLNESS,,Pending,5%,28,Distributor,
NHF-10271, 09 Aug 2024  |  Toronto  |  Canada,Cold Brew Coffee 1L,Beverage,North America, 242.37 ,CAD,  Everyday Essentials,Carlos Mendez,Completed,0%, 17 ,Retail,
NHF-10272,02/19/2024|Lyon|France,Whole Wheat Pasta 500g,Pantry,Europe,548.14,EUR,  Cornerstone  Retail  ,Carlos Mendez,Pending,5%,39,Retail,
NHF-10273,"Jun 08, 2024| New York | USA",Herbal Tea Sampler,Beverage,North America,211,USD,Healthy  Living  Depot,Carlos Mendez,Completed ,N/A,31,Wholesale,
NHF-10274, 20-12-2024  |  Austin  |  USA,Dark Chocolate Bites 200g,Snacks,North America,422.14,USD,FIT FUEL STUDIO,Priya Shah,Pending,0%,40,Online,
NHF-10275,02/21/2024|Toronto|Canada,Herbal Tea Sampler,Beverage,North America,181,CAD,Bluebird Grocery,Carlos Mendez, Shipped,,25,Distributor,
NHF-10276,2024/03/05 - Madrid - Spain,Protein Bars 6pk,snacks,Europe, 140.15 ,EUR,Harvest House ,Sophie Tremblay,Completed ,15%,47,Wholesale,Late entry
NHF-10277,21-03-2024 | Munich | Germany ,Tomato Basil Sauce 680g,Pantry,Europe,$201.52,eur,Healthy Living Depot,Luca Rossi, Shipped,0%,36,Online,
NHF-10279,2024/04/12 - Berlin - Germany,Protein Bars 6pk,Snacks,Europe,485.67,eur,  Maple Leaf Market ,Daniel Brooks,Completed,15%,44,Wholesale,Rush delivery
NHF-10281,2024-08-07 | Lyon | France,Protein Bars 6pk,Snacks,Europe,203, EUR ,EURO TASTE HUB,Nina Patel,Completed, 20 % ,29,Wholesale,Manual adjustment
NHF-10282,2024-07-16 | Seattle | USA ,Vanilla Protein Powder 1kg,Fitness,North America,239.58,usd,  MAPLE LEAF MARKET ,Luca Rossi,Returned,N/A,7,Online,
NHF-10284,2024/04/15 - New York - USA,Protein Bars 6pk,Snacks,North America, 172.94 ,usd,PEAK PERFORMANCE GYM,Daniel Brooks,Pending,N/A,20,Distributor,Manual adjustment
NHF-10285,"Jul 31, 2024| Austin | USA",Sparkling Water 12pk,beverage,North America,685.91,USD,NORTH SHORE FOODS,Carlos Mendez,Pending,0.15,40,Distributor,Late entry
NHF-10286,11/23/2024|Dublin|Ireland,Sea Salt Crackers 250g,Snacks,Europe,47.03,EUR,Harvest House ,Sophie Tremblay,Returned,0%,22,Retail,VIP client
NHF-10287,12/31/2024 | Vancouver | Canada,Keto Trail Mix 300g,Snacks,North America, 94.72 ,CAD , Lakeside Market ,Megan O'Neil,Cancelled,0%,14,Retail,
NHF-10288,25-02-2024 | Berlin | Germany ,Cold Brew Coffee 1L,Beverage,Europe, 479.43 ,eur,NORTH  SHORE  FOODS,Megan O'Neil,completed, 15 % ,36,Retail,
NHF-10290,28 Mar 2024 | London | UK,Extra Virgin Olive Oil 750ml,Pantry,Europe, 320.23 , gbp ,Harborline Foods,Daniel Brooks,Pending,0%,39,Retail,
NHF-10292,03/18/2024|Paris|France,Protein Bars 6pk,Snacks,Europe,479.99,EUR,Bluebird Grocery,Megan O'Neil,Cancelled,0%,42,Wholesale,
NHF-10293,03-02-2024 | Madrid | Spain,Berry Jam 340g,Pantry,Europe,"72,45",EUR,Sunrise  Wellness,Megan O'Neil, Shipped,,13,Online,Rush delivery
NHF-10294,03/20/2024 | Madrid | Spain,Organic Oats 1kg,Pantry,Europe,239.98,EUR,Cornerstone Retail,Fatima Noor,Completed ,N/A,25,Distributor,Manual adjustment
NHF-10295,06-02-2024 | Lyon | France,Maple Granola 500g,Breakfast,Europe, 93.06 , EUR ,Prime Select Stores,Megan O'Neil,Completed,N/A,8,Online,
NHF-10297,22-07-2024 | Montreal | Canada,Electrolyte Drink Mix,Fitness,North America,495.04,CAD ,Lakeside Market,Carlos Mendez,Cancelled,N/A, 13 ,Wholesale,
NHF-10298, 03/28/2024 | Chicago | USA,Coconut Chips 150g,snacks,North America,132.99,USD,North Shore Foods,Sophie Tremblay,completed,15%,12,Retail,
NHF-10299,2024-12-06 | Vancouver | Canada,Extra Virgin Olive Oil 750ml,pantry,North America,"168,77", cad ,  Everyday Essentials,Megan O'Neil,processing,N/A, 14 ,Retail,
NHF-10300,07 Jul 2024 | Dublin | Ireland,Vanilla Protein Powder 1kg,Fitness,Europe,558.10,EUR,Euro Taste Hub,Carlos Mendez,Completed , 20 % ,33,Retail,
NHF-10301,2024/08/27 - Chicago - USA,Dark Chocolate Bites 200g,Snacks,North America, 27.77 ,USD,North Shore Foods,Luca Rossi,completed, 20 % , 8 ,Distributor,Manual adjustment
NHF-10303,"Nov 30, 2024| Lyon | France",Whole Wheat Pasta 500g,Pantry,Europe,$140.69, EUR ,    City  Grocer,A. Wong,Pending, 20 % ,15,Wholesale,
NHF-10304, 31 May 2024 | Austin | USA,Vanilla Protein Powder 1kg,Fitness,North America,"1, 776.47",usd,Bluebird Grocery,Sophie Tremblay,Pending,0%,44,Retail,
NHF-10305,03 Dec 2024 | Chicago | USA,Organic Oats 1kg,Pantry,North America,$394.46,usd, The Daily Cart ,Jonas Weber,Completed,5%,36,Online,
NHF-10306,2024/12/13 - New York - USA,Sea Salt Crackers 250g,Snacks,North America,"146,40",usd,Nature  Box  Ltd,Carlos Mendez,Completed ,0%,28,Wholesale,VIP client
NHF-10307,2024/03/02 - Calgary - Canada ,Berry Jam 340g,Pantry,north america,$86.43,CAD ,Fresh & Fine ,Daniel Brooks, Shipped, 15 % , 8 ,Retail,Late entry
NHF-10308,2024-11-02 | Chicago | USA,Organic Oats 1kg,Pantry,North America,365.66,USD,Green Basket Co.,Daniel Brooks,Completed, 15 % ,36,Distributor,
NHF-10309,01 May 2024 | Vancouver | Canada,Protein Bars 6pk,snacks,North America,75.80,CAD , HEALTHY LIVING DEPOT ,Priya Shah,completed,0%,10,Online,Manual adjustment
NHF-10310,2024-07-13  |  Toronto  |  Canada,Whole Wheat Pasta 500g,Pantry,North America,$47.40, cad ,   City Grocer ,Megan O'Neil,completed, 10 % ,5,Distributor,
NHF-10311,28-03-2024 | Berlin | Germany,Sea Salt Crackers 250g,Snacks, Europe , 93.68 ,EUR,PEAK  PERFORMANCE  GYM,Priya Shah,Returned,0.15,12,Distributor,Manual adjustment
NHF-10312,2024/06/05 - Montreal - Canada,Almond Butter 340g,Pantry,North America,439.75,CAD,Lakeside Market,Daniel Brooks, Shipped,0%,27,Distributor,Late entry
NHF-10313,"Dec 16, 2024| Vancouver | Canada",Dark Chocolate Bites 200g,Snacks,North America, 50.49 ,CAD,Healthy Living Depot,Megan O'Neil,completed,0.2,11,Retail,Rush delivery
NHF-10315,"Jul 01, 2024| Toronto | Canada",Dark Chocolate Bites 200g,Snacks,North America,,CAD,Green Basket Co.,A. Wong,Returned,N/A,22,Distributor,Manual adjustment
NHF-10316,26 Feb 2024 | Seattle | USA ,Almond Butter 340g,Pantry,North America,21.77,usd,Fresh & Fine ,Fatima Noor,processing,10%,3,Online,
NHF-10317, 2024/01/05 - Lyon - France,Vanilla Protein Powder 1kg,Fitness,Europe, 406.31 ,EUR,Peak  Performance  Gym,Carlos Mendez, Shipped,5%,19,Online,
NHF-10319,2024/06/05 - Austin - USA,Whole Wheat Pasta 500g,Pantry,North America, 269.67 ,usd,  Sunrise  Wellness  ,Fatima Noor,Completed ,,22,Online,Phone order
NHF-10321,09/27/2024|Munich|Germany,Whole Wheat Pasta 500g,Pantry,Europe,301.97,EUR, The Daily Cart ,Fatima Noor,Completed , 10 % ,42,Wholesale,
NHF-10323, 25-09-2024  |  Toronto  |  Canada,Sparkling Water 12pk,Beverage,North America,244.12, cad ,Harvest  House  ,Nina Patel,processing, 15 % ,39,Distributor,VIP client
NHF-10324,09 Oct 2024 | Calgary | Canada,Sparkling Water 12pk,Beverage,North America, 51.76 ,CAD,  Prime  Select  Stores  ,Fatima Noor,Cancelled,,15,Online,VIP client
NHF-10325,12/02/2024|Calgary|Canada,Sea Salt Crackers 250g,Snacks,north america, 165.70 ,CAD , FAMILY CHOICE SUPERSTORE ,Fatima Noor,Completed ,0,42,Online,Manual adjustment
NHF-10327,06 Feb 2024 | Lyon | France ,Whole Wheat Pasta 500g,Pantry,Europe,$557.62, EUR ,FAMILY CHOICE SUPERSTORE,A. Wong,completed,0,30,Wholesale,Rush delivery
NHF-10328,20 Mar 2024 | Austin | USA,Maple Granola 500g,Breakfast,North America,402.11,usd,      CITY  GROCER  ,Daniel Brooks,Returned,, 35 ,Distributor,Phone order
NHF-10329, 02/13/2024|Vancouver|Canada,Herbal Tea Sampler,Beverage,North America,"69,49", cad ,Fit Fuel Studio,Luca Rossi,completed,N/A, 12 ,Wholesale,VIP client
NHF-10330,03 Apr 2024 | Paris | France ,Coconut Chips 150g,Snacks,Europe, 207.16 ,EUR,Family Choice Superstore,Megan O'Neil,processing,,21,Online,
NHF-10331, 2024/05/30 - Dublin - Ireland,Herbal Tea Sampler,beverage,Europe,263.12,EUR,Family  Choice  Superstore,Carlos Mendez,completed, 15 % , 36 ,Online,Rush delivery
NHF-10332,"Aug 28, 2024| Lyon | France ",Cold Brew Coffee 1L,Beverage,Europe,217.22,EUR, Maple Leaf Market,Luca Rossi,Returned,0%,29,Retail,Late entry
NHF-10333, 2024-11-05  |  Montreal  |  Canada,Dark Chocolate Bites 200g,Snacks,North America, 109.49 ,CAD,FRESH & FINE ,A. Wong, Shipped,,31,Retail,Rush delivery
NHF-10335, 01/05/2024|Munich|Germany,Almond Butter 340g,Pantry,Europe, 290.64 ,EUR,Bluebird Grocery,Jonas Weber,Completed,5%,26,Online,
NHF-10336,"Jun 23, 2024| Dublin | Ireland",Herbal Tea Sampler,Beverage,Europe,309.07,EUR,      City  Grocer  ,Luca Rossi,completed,,22,Wholesale,VIP client
NHF-10338,11/28/2024|New York|USA,Extra Virgin Olive Oil 750ml,Pantry,North America,422.68,usd,FIT FUEL STUDIO,A. Wong,Completed, 15 % ,37,Online,Manual adjustment
NHF-10339,"Aug 26, 2024 |  Dublin  |  Ireland",Keto Trail Mix 300g,Snacks,Europe,361.96,EUR, Euro Taste Hub ,Carlos Mendez,Completed,,30,Wholesale,Late entry
NHF-10340,"May 18, 2024| London | UK",Sparkling Water 12pk,Beverage,Europe,23.28, gbp ,North Shore Foods,Luca Rossi,Cancelled,0%,6,Retail,
NHF-10341,12/07/2024|New York|USA,Cold Brew Coffee 1L,beverage,North America,543.31,USD,Harvest House ,Nina Patel,Completed ,15%,43,Online,Manual adjustment
NHF-10342,12/13/2024|Toronto|Canada,Coconut Chips 150g,Snacks,North America,271, cad ,Fit Fuel Studio,Carlos Mendez,Completed ,0%,24,Retail,
NHF-10343,"Nov 11, 2024| Lyon | France",Extra Virgin Olive Oil 750ml,Pantry,Europe,526.01, EUR ,THE DAILY CART,Megan O'Neil,completed,0.05,32,Distributor,VIP client
NHF-10344,10 Dec 2024  |  Austin  |  USA,Organic Oats 1kg,Pantry, North America ,121.69,USD,nature  box  ltd,Daniel Brooks,processing,20%, 27 ,Wholesale,VIP client
NHF-10345,2024/04/14 - Montreal - Canada,Berry Jam 340g,Pantry,North America, 18.78 , cad , Maple Leaf Market,Fatima Noor,Pending,, 2 ,Online,
NHF-10346,26 Feb 2024 | Dublin | Ireland,Extra Virgin Olive Oil 750ml,pantry,Europe,40.76,EUR,Harvest House ,Megan O'Neil,processing, 20 % ,7,Retail,Phone order
NHF-10347,2024-11-03 | Toronto | Canada,Sparkling Water 12pk,Beverage,North America,$172.25, cad ,  Fresh  &  Fine    ,Priya Shah,Completed , 15 % ,34,Distributor,
NHF-10349,20-07-2024 | Calgary | Canada,Almond Butter 340g,Pantry,North America,197.15,CAD ,Fresh & Fine ,Carlos Mendez,Completed,0.15, 11 ,Online,Phone order
NHF-10350,07 Feb 2024 | Seattle | USA,Coconut Chips 150g,Snacks,North America, 234.21 ,usd,Sunrise Wellness,Carlos Mendez,completed,N/A, 24 ,Distributor,Manual adjustment
NHF-10351,16-06-2024 | Paris | France ,Whole Wheat Pasta 500g,Pantry,Europe,$150.41, EUR , Urban Pantry ,Carlos Mendez,processing,,37,Wholesale,Rush delivery
NHF-10353,2024-07-10 | Calgary | Canada,Organic Oats 1kg,Pantry, North America ,67.21,CAD, Fit Fuel Studio ,A. Wong,Completed,20%,15,Online,Phone order
NHF-10354,2024-11-22  |  Dublin  |  Ireland,Extra Virgin Olive Oil 750ml,Pantry,Europe,$379.02,EUR,Lakeside  Market,Megan O'Neil,completed,0.05,34,Distributor,VIP client
NHF-10355,2024-02-24 | New York | USA,Whole Wheat Pasta 500g,Pantry,North America,$236.40,usd,Nature Box Ltd,,Completed ,0.15,24,Wholesale,
NHF-10357, 05/19/2024 | Munich | Germany,Extra Virgin Olive Oil 750ml,Pantry,Europe,56.79,eur,Bluebird Grocery,Megan O'Neil,Completed,N/A, 4 ,Distributor,Rush delivery
NHF-10358,11/22/2024|Manchester|UK,Almond Butter 340g,Pantry,Europe,216.80,GBP, Euro Taste Hub ,A. Wong,processing,0.15,47,Wholesale,Late entry
NHF-10359,2024/10/17 - Manchester - UK,Whole Wheat Pasta 500g,Pantry,Europe,402.43, gbp ,THE MARKET LOFT,A. Wong,Returned,0%,34,Retail,
NHF-10360,"Jul 01, 2024| Madrid | Spain",Organic Oats 1kg,Pantry,Europe,$199.61,EUR,Peak Performance Gym,Nina Patel,Cancelled,0%,16,Retail,Manual adjustment
NHF-10361,"May 27, 2024| Calgary | Canada ",Organic Oats 1kg,Pantry,north america,"519,99", cad , LAKESIDE MARKET ,Megan O'Neil,completed, 20 % ,32,Retail,VIP client
NHF-10362,"Oct 26, 2024| Montreal | Canada ",Almond Butter 340g,Pantry,North America,81, cad ,Lakeside Market,Jonas Weber,Pending, 5 % ,15,Wholesale,
NHF-10363, 09/14/2024|Munich|Germany,Dark Chocolate Bites 200g,Snacks, Europe ,54.84,EUR,  Everyday Essentials,Jonas Weber,Returned,, 23 ,Retail,Phone order
NHF-10364, 2024/09/03 - Berlin - Germany ,Maple Granola 500g,Breakfast,Europe,102.65,eur,  CITY GROCER,Luca Rossi,Completed,,8,Wholesale,
NHF-10366, 03-03-2024 | Manchester | UK,Sea Salt Crackers 250g,Snacks,Europe,,GBP,  HEALTHY  LIVING  DEPOT  ,Megan O'Neil,Pending,N/A,31,Wholesale,
NHF-10367,07/18/2024|Toronto|Canada,Almond Butter 340g,Pantry,North America,41.59,CAD ,CORNERSTONE RETAIL,Nina Patel,processing,10%,3,Distributor,Manual adjustment
